product_name,price,number_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating,amazon_category_and_sub_category,description,description length,category
Ratio 476 LMS Round Post Signal Kits,10.69,2,2,1,5.0,Hobbies > Model Trains & Railway Sets > Lighting & Signal Engineering > Signal & Sound,Suitable for the following scale(s): OO ScaleMakes 4 signals & 4 ground signals,79,Hobbies 
N gauge 10-1221 E7 system Hokuriku Shinkansen basic set (3 cars),70.5,19,2,1,5.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Locomotives,Suitable for the following scale(s): N Scale,44,Hobbies 
BR Mk1 SLF Sleeper Car Maroon,33.99,2,1,1,4.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,Suitable for the following scale(s): OO Scale,45,Hobbies 
Kato 23-233 Wooden Station & Buildings,20.31,35,2,1,5.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Suitable for the following scale(s): N ScaleWhat a wonderful world... and now the wonderful world of Unitrack can be even more realistic with the addition of our quality structures! Bring your layout to life with easily assembled scenic building kits and pre-made building models! Easily customizable, modifiable, and great looking on any layout, Kato Structures will have you looking at scenery in a whole new way.",415,Hobbies 
Peco ST-3 Setrack 1st Radius Standard Curve,1.95,5,2,1,4.5,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Suitable for the following scale(s): N ScaleStandard curve No.1 radius 228mm. 22.5 degree angle, 16 per circle.",111,Hobbies 
Hornby R3060 RailRoad BR 'Tornado' Class A1 00 Gauge Steam Locomotive,79.95,7,17,1,4.4,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Locomotives,"Product Description 60163 Tornado is a main-line steam locomotive built in Darlington, England. Completed in 2008, Tornado was the first such locomotive built in the United Kingdom since Evening Star, the last steam locomotive built by British Railways, in 1960. Designed to meet modern safety and certification standards, Tornado runs on the UK rail network and on mainline-connected heritage railways.The locomotive was built by the A1 Steam Locomotive Trust, a charitable trust founded in 1990 to build Tornado and possibly further locomotives. Tornado was conceived as an evolution of the LNER Peppercorn Class A1 class, incorporating improvements likely had steam continued, and changes for cost, safety, manufacturing and operational benefits, while replicating the original design's sound and appearance. Tornado, completely new-built, is considered the 50th Peppercorn A1, numbered next in the class after 60162, Saint Johnstoun, built in 1949.Tornado moved under her own power for the first time on 29 July 2008 at Darlington, and then spent two months at the preserved Great Central Railway double-track tourist railway in Loughborough, where she was tested up to 60 mph (97 km/h) and operated her first passenger train. Tornado then moved to the National Railway Museum (NRM) in York for three test runs on the main line up to 75 mph (121 km/h). After repainting into LNER Apple Green, Tornado was approved for main-line passenger operation. On 31 January 2009 she hauled her first passenger trip on the main line, The Peppercorn Pioneer, from York to Newcastle and back. By hauling various A1 Trust railtours, charters and other activities, Tornado will begin to recoup the estimated £800,000 debt from the project, which cost around £3 million.The new Hornby model is represented in the familiar Apple Green of the early British Railways colour scheme.Young or old, keen modeller or just a beginner, the Hornby RailRoad range answers the needs of many and is a perfect complement to the variety of locomotives, rolling stock, track, buildings, and accessories that can be found in the current Hornby catalogue. Devoid of easily damaged detail parts the suitably livered RailRoad locomotives are fitted with efficient drive mechanisms and have pickups on all drive wheels ensuring smooth running. All the RailRoad models are fitted with the standard Hornby hook and bar type couplings and will therefore easily couple to those locomotives and rolling stock in both the standard Hornby and Thomas & Friends ranges. With this in mind it is easy to see that those models that make up the Hornby RailRoad range are a simple and cost effective way of adding to a train set providing a suitable and most appropriate stepping stone into the varied and fascinating World of model railways.The introductory range offers not only a selection of individual locomotives, rolling stock and accessories but an assortment of train and wagon packs ideally suited for either train set rolling stock enhancements or for those who wish to experiment and try their hands at developing their modelling techniques!This DCC Ready locomotive is compatible with analogue train layouts, but can easily be converted for use on a DCC (digital) layout. This loco is 'DCC Ready', meaning they feature a special socket ready to receive a DCC Decoder. To convert this locomotive for use on a DCC layout one of the following digital decoder chips are required; R8245 Sapphire Decoder or R8249 V1 3 NMRA Loco Decoder. Once this decoder is fitted it is ready to use on a DCC layout. Box Contains 1 x locomotive",3587,Hobbies 
Hornby 00 Gauge 270mm BR Mk1 Corridor Composite BR Maroon Coach Model,19.95,3,1,1,4.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Hornby is a household name and is famous as the UK brand leader in the model railway hobby. Hornby BR Mk1 corridor composite coach BR Maroon Model. Livery: BR (maroon). Available in pristine finish, 270mm model length. Scale - (gauge): 00. Easy to use. Box Contains 1x Coach Model",300,Hobbies 
Toy Train Set High Speed EMU Toy Train with Flashing Light & Music Kids Toys Gift,5.7,2,2,1,4.5,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"This is a Bump and Go Train for Children Toy Train Set. Built in flash, bump and go action engine flashing lights and music. A fantastic toy also has different colours flashing lights with different musical sound effects, goes round and change direction on contact, fast and slow. Train size approximately: over 33 cm length, 5.5 cm width and x 6.5 cm height. Ideal gift for birthdays, Christmas all other occasion. Minimum age 3 years plus. Battery operated requires 3x AA batteries not included.",497,Hobbies 
Model Railway 'OO' / 'HO' Scale C88 Schools Class Kings Wimbledon Locomotive Plastic Kit,9.65,4,1,1,5.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Locomotives,"Dapol OO Gauge 1:76 Plastic Model Kit - Schools Class Steam Locomotive - ""King's Wimbledon"". PLEASE NOTE THAT THIS IS A PLASTIC MODEL KIT AND IS SUPPLIED UNASSEMBLED AND UNPAINTED. PAINT AND GLUE NOT INCLUDED.",209,Hobbies 
Hornby Gauge Eurostar 2014 Train Set,141.23,9,5,1,4.4,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description A Eurostar cutting through the Kent countryside heading for the Continent at 300kph is a wonderful sight to behold yet for those on board the feeling of such speed is minimal. This year sees the familiar grey livery give way to the fresh and striking colours of the new Eurostar trains with their eye-catching blue / grey colour scheme and newly refurbished interiors. The Hornby model replicates this new livery both in the four car train set and the separately available additional ""Divisible Coaches"". The stunning Hornby train set features a Power driving unit, dummy driving unit and two passenger saloons. The model includes flush glazing, detailed roof panels and simulated pantographs. The track circuit sits easily on the 1600 x 1180 MidiMat and by adding Hornby Track and Building packs can soon be developed into a very effective model railway layout. Train suitable for 2nd radius curves or greater. Box Contains Eurostar Class 373 power driving unit, Eurostar Class 373 dummy driving unit, Two Eurostar Class 373 passenger saloons (NB. Both power driving units have non-working pantographs), Track: Starter Oval, Track Packs A & B, P9000W Wall Plug Transformer, R8250 Train Controller , R8206 Power Track Hornby MidiMat (1600 x 1180mm).",1269,Hobbies 
Corgi 1:50 Fowler Showmans Valiant Pat Collins Amusements on Tour Steam Vehicle Model,83.04,7,1,1,5.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Corgi 1:50 Fowler Showmans Valiant Pat Collins Amusements on Tour die cast steam vehicle model. Valiant was originally built for the war department in May 1916 but never made it to France, fortunately as she may have never returned. The engine was sold after the First World War to Charles Openshaw of Reading. The Fowler was converted to Showman specification and in 1920 was bought by Pat Collins of Bloxwitch and named 'Dreadnought'.A crane was fitted on the coal bunker by Openshaw and was used by Pat on his number 2 scenic ride 'Dragons and Peacocks' and 'Mont Blanc'. Kept on by the Collins family the engine was in use until the early 1950s powering 'Dodgems' before being sold out of show-land and into preservation. In 1964 it attended Shottesbroke Great Steam Fair under the ownership of Mr Arthur Dark of Felstead Essex, bearing the name 'Goliath'.Length: 136mm. Safety notice: A detailed Scale - model for the adult collector. Not suitable for children under 14 years. Box Contains 1x Steam Vehicle Model",1037,Hobbies 
Power Trains Motorized Train Set Freight Military Engine,21.95,3,1,1,5.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,Product Description Motorized Train Engine that YOU control! Can haul up to 6 cars! Completely compatible with the rest of POWER TRAINS! Box Contains 1 x Motorized Train <1 x Caboose>,183,Hobbies 
Fisher Price Thomas and Friends Take-n-play(TM) Talking James,16.5,2,5,1,5.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description This deluxe version of James from Thomas & Friends brings your favourite train to life like never before - complete with his very own voice. Press the button to hear his classic whistle and signature phrases. Also features a working headlight and as you roll it along the track you'll hear it's ""choo-choo"" sound. The faster it moves, the quicker the choo-choo sound. Box Contains Die Cast Engine",416,Hobbies 
Hornby 00 Gauge RailRoad GWR Restaurant Coach Model,18.99,6,1,1,4.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Hornby railroad range is simple and cost effective way of adding to a train set providing a suitable and most appropriate stepping stone into the varied and fascinating world of model railways. Devoid of easily damaged detail parts the suitably livered railroad locomotives are fitted with efficient drive mechanisms and have pickups on all drive wheels ensuring smooth running. Railroad model is fitted with the standard Hornby hook and bar type couplings and will therefore easily couple to those locomotives and rolling stock in both the standard Hornby range.Railroad GWR restaurant coach for those who wish to experiment and try their hands at developing their modelling techniques. Range offers selection of individual locomotives, rolling stock, accessories and assortment of train and wagon packs ideally suited for train set rolling stock enhancements.Safety notice: Not suitable for children under 3 years because of small parts which can present a choking hazard. Some components have functional sharp points and edges. Handle with care. Only use This coach model is with the recommended transformer. Box Contains 1x Coach Model",1159,Hobbies 
Hornby 00 Gauge 270mm BR Mk1 Corridor Second BR Coach Model (Chocolate/ Cream),18.12,6,1,2,5.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Hornby RailRoad BR Mk1 corridor second coach BR chocolate and cream model. Class: 3rd, livery: BR (chocolate and cream). Available in pristine finish, 270mm model length. Scale - (gauge): 00. Easy to use. Box Contains 1x Coach Model",252,Hobbies 
Hornby Gauge Flying Scotsman NRM 2015 Rededication Steam Locomotive,169.99,3,1,2,4.0,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Locomotives,Product Description LNER 4-6-2 'Flying Scotsman' A3 Class - NRM Box Contains 1x Steam Locomotive,96,Hobbies 
Hornby R1151 Caledonian Belle 00 Gauge Electric Train Set,63.99,18,97,2,4.4,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Hornby R1151 Caledonian Belle OO Gauge Electric Train Set Remembering the tranquil times of British rail The halcyon days of British railways were at their best when numerous small branch lines criss-crossed the British countryside, linking the small towns to the outside world. This Caledonian Belle set emulates those small local trains with the smart 0-4-0 locomotive which makes easy work of hauling the four-wheel coach and wagon around the oval of track included in the set. Caledonian Belle The train set includes the Caledonian Railways 0-4-0 locomotive, a four-wheel coach, and an open wagon in Hornby's usual standards of exacting detail. The train is operated using the R8250 Train Controller included. R1151 set track The track circuit sits easily on the 1600 x 1180 mm MidiMat, and by adding Hornby track and accessory packs can soon be developed into a very effective model railway layout. Extend your set in easy steps by adding track packs and TrakMat accessory packs all the way to the full layout pictured on your MidiMat. Why choose a Hornby analogue train set? Hornby's analogue sets represent the classic origins of Hornby's world famous model trains. In addition to track, a controller, and an exquisitely detailed locomotive with carriages, every Hornby set includes a Midimat (a pictorial bird's eye view of a fully scenic layout) providing the new set owner the opportunity of seeing how, by the addition of Hornby track and building packs, a superb layout can be created. Box Contains 1 x Caledonian 0-4-0 locomotive1 x 4-wheel coach1 x Open wagon1 x 3rd radius starter oval track1 x P9200 transformer1 x R8250 train controller1 x R8206 power track1 x Hornby MidiMat (1600 x 1180 mm)",1729,Hobbies 
